0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.049829749999999728e-02
2.000000000000000042e-02, 1.014458288569563132e-01
2.999999999999999889e-02, 1.528425630588345907e-01
4.000000000000000083e-02, 2.046884688213067294e-01
5.000000000000000278e-02, 2.569835145878268667e-01
5.999999999999999778e-02, 3.097276685297082333e-01
7.000000000000000666e-02, 3.629158193458169035e-01
8.000000000000000167e-02, 4.165393917176867244e-01
8.999999999999999667e-02, 4.705901102679180825e-01
1.000000000000000056e-01, 5.250599830129952794e-01
1.100000000000000006e-01, 5.799412860691046667e-01
1.199999999999999956e-01, 6.352265494914536292e-01
1.300000000000000044e-01, 6.909085441412411432e-01
1.400000000000000133e-01, 7.469802694862730519e-01
1.499999999999999944e-01, 8.034349422515252304e-01
1.600000000000000033e-01, 8.602659858449530628e-01
1.700000000000000122e-01, 9.174670204917227956e-01
1.799999999999999933e-01, 9.750318540169508053e-01
1.900000000000000022e-01, 1.032954473223121283e+00
2.000000000000000111e-01, 1.091229035813715553e+00
2.099999999999999922e-01, 1.149849862819333435e+00
2.200000000000000011e-01, 1.208811431486789267e+00
2.300000000000000100e-01, 1.268108368595401103e+00
2.399999999999999911e-01, 1.327735444168017365e+00
2.500000000000000000e-01, 1.387687565547286672e+00
2.600000000000000089e-01, 1.447959771810332086e+00
2.700000000000000178e-01, 1.508547228497359338e+00
2.800000000000000266e-01, 1.569445222631861370e+00
2.899999999999999800e-01, 1.630649158011991728e+00
2.999999999999999889e-01, 1.692154550754404685e+00
3.099999999999999978e-01, 1.753957025073411558e+00
3.200000000000000067e-01, 1.816052309279706067e+00
3.300000000000000155e-01, 1.878436231984183635e+00
3.400000000000000244e-01, 1.941104718493523951e+00
3.500000000000000333e-01, 2.004053787385256413e+00
3.599999999999999867e-01, 2.067279547250972183e+00
3.699999999999999956e-01, 2.130778193597210990e+00
3.800000000000000044e-01, 2.194546005894337348e+00
3.900000000000000133e-01, 2.258579344764436225e+00
4.000000000000000222e-01, 2.322874649299920602e+00
4.100000000000000311e-01, 2.387428434505132202e+00
4.199999999999999845e-01, 2.452237288853775787e+00
4.299999999999999933e-01, 2.517297871955523458e+00
4.400000000000000022e-01, 2.582606912325596582e+00
4.500000000000000111e-01, 2.648161205251544192e+00
4.600000000000000200e-01, 2.713957610751843053e+00
4.700000000000000289e-01, 2.779993051621291844e+00
4.799999999999999822e-01, 2.846264511558510790e+00
4.899999999999999911e-01, 2.912769033371161331e+00
5.000000000000000000e-01, 2.979503717254786466e+00
5.100000000000000089e-01, 3.046465719141427275e+00
5.200000000000000178e-01, 3.113652249114420734e+00
5.300000000000000266e-01, 3.181060569886004608e+00
5.400000000000000355e-01, 3.248687995334561762e+00
5.500000000000000444e-01, 3.316531889098532027e+00
5.600000000000000533e-01, 3.384589663224196965e+00
5.700000000000000622e-01, 3.452858776864711210e+00
5.799999999999999600e-01, 3.521336735027905451e+00
5.899999999999999689e-01, 3.590021087370536268e+00
5.999999999999999778e-01, 3.658909427036783679e+00
6.099999999999999867e-01, 3.727999389538935393e+00
6.199999999999999956e-01, 3.797288651678297988e+00
6.300000000000000044e-01, 3.866774930504499608e+00
6.400000000000000133e-01, 3.936455982311438895e+00
6.500000000000000222e-01, 4.006329601668237039e+00
6.600000000000000311e-01, 4.076393620483639069e+00
6.700000000000000400e-01, 4.146645907102390893e+00
6.800000000000000488e-01, 4.217084365432198112e+00
6.900000000000000577e-01, 4.287706934099944966e+00
7.000000000000000666e-01, 4.358511585635929109e+00
7.099999999999999645e-01, 4.429496325684920244e+00
7.199999999999999734e-01, 4.500659192242913775e+00
7.299999999999999822e-01, 4.571998254918522520e+00
7.399999999999999911e-01, 4.643511614217978867e+00
7.500000000000000000e-01, 4.715197400852796150e+00
7.600000000000000089e-01, 4.787053775069159300e+00
7.700000000000000178e-01, 4.859078925998185028e+00
7.800000000000000266e-01, 4.931271071026218422e+00
7.900000000000000355e-01, 5.003628455184371937e+00
8.000000000000000444e-01, 5.076149350556563355e+00
8.100000000000000533e-01, 5.148832055705330646e+00
8.200000000000000622e-01, 5.221674895114746029e+00
8.300000000000000711e-01, 5.294676218649772892e+00
8.399999999999999689e-01, 5.367834401031446490e+00
8.499999999999999778e-01, 5.441147841327294898e+00
8.599999999999999867e-01, 5.514614962456418468e+00
8.699999999999999956e-01, 5.588234210708701966e+00
8.800000000000000044e-01, 5.662004055277637171e+00
8.900000000000000133e-01, 5.735922987806262974e+00
9.000000000000000222e-01, 5.809989521945752244e+00
9.100000000000000311e-01, 5.884202192926195174e+00
9.200000000000000400e-01, 5.958559557139146534e+00
9.300000000000000488e-01, 6.033060191731526523e+00
9.400000000000000577e-01, 6.107702694210473737e+00
9.500000000000000666e-01, 6.182485682058779908e+00
9.599999999999999645e-01, 6.257407792360536902e+00
9.699999999999999734e-01, 6.332467681436649620e+00
9.799999999999999822e-01, 6.407664024489885257e+00
9.899999999999999911e-01, 6.482995515259134756e+00
1.000000000000000000e+00, 6.558460865682582686e+00
1.010000000000000009e+00, 6.634058805569486239e+00
1.020000000000000018e+00, 6.709788082280288890e+00
1.030000000000000027e+00, 6.785647460414790721e+00
1.040000000000000036e+00, 6.861635721508116958e+00
1.050000000000000044e+00, 6.937751663734234242e+00
1.060000000000000053e+00, 7.013994101616777499e+00
1.070000000000000062e+00, 7.090361865746945824e+00
1.080000000000000071e+00, 7.166853802508258653e+00
1.090000000000000080e+00, 7.243468773807947514e+00
1.100000000000000089e+00, 7.320205656814783524e+00
1.110000000000000098e+00, 7.397063343703139893e+00
1.120000000000000107e+00, 7.474040741403098487e+00
1.130000000000000115e+00, 7.551136771356416588e+00
1.140000000000000124e+00, 7.628350369278181553e+00
1.150000000000000133e+00, 7.705680484923975726e+00
1.159999999999999920e+00, 7.783126081862393519e+00
1.169999999999999929e+00, 7.860686137252748118e+00
1.179999999999999938e+00, 7.938359641627816821e+00
1.189999999999999947e+00, 8.016145598681481133e+00
1.199999999999999956e+00, 8.094043025061111507e+00
1.209999999999999964e+00, 8.172050950164571503e+00
1.219999999999999973e+00, 8.250168415941693922e+00
1.229999999999999982e+00, 8.328394476700117011e+00
1.239999999999999991e+00, 8.406728198915351058e+00
1.250000000000000000e+00, 8.485168661044946603e+00
1.260000000000000009e+00, 8.563714953346673653e+00
1.270000000000000018e+00, 8.642366177700569807e+00
1.280000000000000027e+00, 8.721121447434779128e+00
1.290000000000000036e+00, 8.799979887155059188e+00
1.300000000000000044e+00, 8.878940632577862146e+00
1.310000000000000053e+00, 8.958002830366895708e+00
1.320000000000000062e+00, 9.037165637973066268e+00
1.330000000000000071e+00, 9.116428223477710091e+00
1.340000000000000080e+00, 9.195789765439043251e+00
1.350000000000000089e+00, 9.275249452741713085e+00
1.360000000000000098e+00, 9.354806484449404991e+00
1.370000000000000107e+00, 9.434460069660397963e+00
1.380000000000000115e+00, 9.514209427366004945e+00
1.390000000000000124e+00, 9.594053786311818044e+00
1.400000000000000133e+00, 9.673992384861692884e+00
1.409999999999999920e+00, 9.754024470864399277e+00
1.419999999999999929e+00, 9.834149301522858266e+00
1.429999999999999938e+00, 9.914366143265926468e+00
1.439999999999999947e+00, 9.994674271622633555e+00
1.449999999999999956e+00, 1.007507297109883737e+01
1.459999999999999964e+00, 1.015556153505621850e+01
1.469999999999999973e+00, 1.023613926559356635e+01
1.479999999999999982e+00, 1.031680547343029630e+01
1.489999999999999991e+00, 1.039755947779214651e+01
1.500000000000000000e+00, 1.047840060629899384e+01
1.510000000000000009e+00, 1.055932819485474816e+01
1.520000000000000018e+00, 1.064034158753926818e+01
1.530000000000000027e+00, 1.072144013650225070e+01
1.540000000000000036e+00, 1.080262320185904557e+01
1.550000000000000044e+00, 1.088389015158836237e+01
1.560000000000000053e+00, 1.096524036143180325e+01
1.570000000000000062e+00, 1.104667321479519337e+01
1.580000000000000071e+00, 1.112818810265166825e+01
1.590000000000000080e+00, 1.120978442344646986e+01
1.600000000000000089e+00, 1.129146158300341440e+01
1.610000000000000098e+00, 1.137321899443299422e+01
1.620000000000000107e+00, 1.145505607804208204e+01
1.630000000000000115e+00, 1.153697226124518416e+01
1.640000000000000124e+00, 1.161896697847723026e+01
1.650000000000000133e+00, 1.170103967110784637e+01
1.660000000000000142e+00, 1.178318978735708988e+01
1.669999999999999929e+00, 1.186541678221260554e+01
1.679999999999999938e+00, 1.194772011734817596e+01
1.689999999999999947e+00, 1.203009926104363636e+01
1.699999999999999956e+00, 1.211255368810612154e+01
1.709999999999999964e+00, 1.219508287979260963e+01
1.719999999999999973e+00, 1.227768632373375368e+01
1.729999999999999982e+00, 1.236036351385894783e+01
1.739999999999999991e+00, 1.244311395032262091e+01
1.750000000000000000e+00, 1.252593713943172560e+01
1.760000000000000009e+00, 1.260883259357439279e+01
1.770000000000000018e+00, 1.269179983114972821e+01
1.780000000000000027e+00, 1.277483837649873522e+01
1.790000000000000036e+00, 1.285794775983633009e+01
1.800000000000000044e+00, 1.294112751718443199e+01
1.810000000000000053e+00, 1.302437719030609919e+01
1.820000000000000062e+00, 1.310769632664070450e+01
1.830000000000000071e+00, 1.319108447924010719e+01
1.840000000000000080e+00, 1.327454120670582327e+01
1.850000000000000089e+00, 1.335806607312714966e+01
1.860000000000000098e+00, 1.344165864802024757e+01
1.870000000000000107e+00, 1.352531850626815135e+01
1.880000000000000115e+00, 1.360904522806168160e+01
1.890000000000000124e+00, 1.369283839884125342e+01
1.900000000000000133e+00, 1.377669760923955877e+01
1.910000000000000142e+00, 1.386062245502509782e+01
1.919999999999999929e+00, 1.394461253704656301e+01
1.929999999999999938e+00, 1.402866746117802954e+01
1.939999999999999947e+00, 1.411278683826496305e+01
1.949999999999999956e+00, 1.419697028407101236e+01
1.959999999999999964e+00, 1.428121741922558385e+01
